194010,4,0,20121101001447,116.2149963,39.7304192,0,0,1
570340,4,2,20121101001445,116.4798965,40.0935059,0,34,1
020794,4,2,20121101001445,116.7193146,40.1294556,0,0,1
194292,4,0,20121101001447,116.3387375,39.7470741,67,356,1
194474,4,0,20121101001447,116.5837326,40.0775833,12,26,1
194234,4,1,20121101001423,116.4854279,40.0065651,82,322,1
191482,4,2,20121101001218,116.3735504,39.9492035,0,40,1
214436,4,0,20121101001447,116.3338776,39.9931374,0,0,1
129335,4,2,20121101001444,116.3013535,39.8585548,0,42,1
153610,4,1,20121101001447,116.3632278,40.0010223,84,328,1
083460,1,1,20121101001447,116.4710922,39.8782082,17,178,1
194036,4,0,20121101001447,117.0615997,40.1821747,0,0,1
157249,4,0,20121101001447,116.5269089,40.0201035,89,244,1
155940,4,0,20121101001442,116.3032990,39.9412651,62,116,1
489307,4,2,20121101001448,116.2029037,39.9920616,0,14,1
083440,4,0,20121101001444,116.2952652,39.8567429,41,82,1
470461,4,1,20121101001447,116.5831604,40.0763664,60,232,1
300754,4,0,20121101001447,116.4628220,39.9687271,36,328,1
204873,4,0,20121101001445,116.4014359,39.8124619,0,148,1
102284,4,0,20121101001444,116.3944473,39.8580132,0,86,1
021748,4,0,20121101081218,116.2558365,39.8623657,0,238,1
129523,4,0,20121101001445,116.6392975,39.8872108,0,64,1
208403,4,2,20121101001445,116.1742172,40.0408783,0,154,1
154920,4,2,20121101001445,116.7837982,39.6626396,0,12,1
194766,4,0,20121101001447,116.4275742,39.8626137,0,0,1
208453,4,2,20121101001444,116.3266296,39.7842369,0,208,1
194647,4,0,20121101001447,116.2446899,39.8488274,0,0,1
199794,4,0,20121101001445,116.8855133,39.7622986,0,96,1
068843,4,0,20121101001447,116.3440475,39.8966560,69,246,1
155954,4,1,20121101001447,116.3727722,39.9734001,28,358,1
204850,4,0,20121101001443,116.6945038,39.6141319,0,174,1
174872,4,1,20121101001447,116.3516998,39.8640060,12,72,1
194288,4,0,20121101001447,116.3674545,39.9181480,38,356,1
174891,4,0,20121101001447,116.1067581,39.9294510,0,164,1
194144,4,1,20121101001447,116.5609436,40.0325203,84,236,1
480699,4,0,20121101001447,116.3425140,39.9751434,25,268,1
164929,4,2,20121101001445,116.1071701,39.9594727,0,326,1
492321,4,0,20121101001447,116.4069443,39.9678841,34,268,1
486221,4,3,20121101001445,116.5942841,39.8507652,0,182,1
153641,4,1,20121101001447,116.2815323,40.0110550,67,352,1
194189,4,0,20121101001447,116.3793182,39.8810272,0,0,1
489403,4,0,20121101001448,116.6537704,40.2096710,0,358,1
214160,4,1,20121101001447,116.3013535,39.9661751,63,356,1
487269,4,2,20121101001448,116.4244690,39.7194328,0,126,1
453393,4,0,20121101001447,116.3705215,39.9462814,0,0,1
187023,4,1,20121101001447,116.4111862,39.9257202,41,356,1
214826,4,0,20121101001447,116.5060349,40.0101051,0,0,1
066824,4,1,20121101001443,116.4287491,39.9323883,8,282,1
154792,4,2,20121101001444,116.5011368,39.9223633,0,148,1
403554,4,0,20121101001444,116.2588501,40.0515251,0,290,1
183443,4,1,20121101001447,116.4940796,39.8704491,54,358,1
194739,4,0,20121101001447,116.1885757,39.8325081,0,0,1
489662,4,0,20121101001447,116.3167725,40.0296173,0,0,1
020564,4,0,20121101001447,116.3461838,39.9383736,26,350,1
154857,4,2,20121101001444,116.0105515,39.7763748,0,76,1
